"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
40,"entrepreneur","married","secondary","no",0,"yes","yes","unknown",15,"may",435,1,-1,0,"unknown"
35,"entrepreneur","divorced","secondary","no",-69,"yes","no","unknown",5,"may",300,1,-1,0,"unknown"
33,"blue-collar","married","primary","no",-342,"yes","no","unknown",28,"may",528,2,-1,0,"unknown"
40,"management","married","secondary","no",0,"yes","no","cellular",12,"may",223,4,258,3,"failure"
37,"management","married","tertiary","no",142,"no","no","unknown",20,"jun",553,2,-1,0,"unknown"
43,"unemployed","single","tertiary","no",408,"no","no","cellular",14,"jul",568,8,-1,0,"unknown"
35,"management","married","primary","no",3369,"no","no","cellular",20,"nov",322,1,-1,0,"unknown"
34,"blue-collar","single","secondary","no",215,"no","no","cellular",3,"mar",350,3,-1,0,"unknown"
40,"management","married","tertiary","no",60,"no","no","unknown",16,"jun",172,6,-1,0,"unknown"
53,"blue-collar","married","secondary","no",175,"yes","no","unknown",8,"may",49,4,-1,0,"unknown"
29,"blue-collar","married","secondary","no",247,"no","yes","cellular",6,"feb",204,2,214,1,"failure"
40,"technician","married","secondary","no",4298,"no","no","cellular",2,"jun",221,1,-1,0,"unknown"
57,"blue-collar","married","primary","no",5949,"yes","no","cellular",8,"apr",123,1,-1,0,"unknown"
25,"student","single","secondary","no",331,"no","no","telephone",26,"aug",170,4,-1,0,"unknown"
45,"unemployed","married","secondary","no",2468,"yes","no","cellular",29,"jul",64,2,-1,0,"unknown"
42,"technician","married","secondary","no",219,"yes","yes","cellular",7,"aug",186,3,-1,0,"unknown"
34,"blue-collar","married","primary","no",174,"yes","no","cellular",8,"may",405,3,-1,0,"unknown"
51,"management","divorced","tertiary","no",1267,"yes","no","unknown",30,"may",254,2,-1,0,"unknown"
56,"management","married","tertiary","no",5282,"no","no","cellular",17,"nov",113,1,-1,0,"unknown"
52,"technician","married","secondary","no",0,"yes","yes","unknown",14,"may",77,2,-1,0,"unknown"
32,"technician","divorced","tertiary","no",3628,"no","no","cellular",18,"aug",130,2,-1,0,"unknown"
53,"services","single","secondary","no",4778,"yes","no","cellular",14,"may",83,1,-1,0,"unknown"
33,"blue-collar","married","secondary","no",3576,"yes","no","cellular",2,"apr",124,1,308,2,"other"
37,"technician","married","secondary","no",1016,"yes","yes","cellular",20,"nov",195,3,8,1,"failure"
34,"blue-collar","married","primary","no",0,"yes","yes","unknown",20,"jun",34,29,-1,0,"unknown"
35,"technician","single","tertiary","no",0,"yes","no","cellular",6,"aug",411,2,-1,0,"unknown"
64,"retired","married","tertiary","no",2139,"no","no","cellular",13,"jan",230,1,91,2,"failure"
36,"admin.","single","tertiary","no",2317,"yes","no","cellular",19,"nov",56,2,-1,0,"unknown"
36,"unemployed","married","secondary","no",-35,"no","no","cellular",30,"jan",339,3,-1,0,"unknown"
24,"admin.","single","secondary","no",1052,"no","no","cellular",30,"apr",354,1,-1,0,"unknown"
32,"blue-collar","married","secondary","no",5164,"no","no","cellular",21,"nov",253,1,-1,0,"unknown"
53,"management","divorced","tertiary","no",3370,"no","no","cellular",21,"oct",180,1,334,3,"other"
45,"services","married","secondary","no",24,"yes","no","cellular",15,"jul",192,3,-1,0,"unknown"
35,"blue-collar","divorced","secondary","no",275,"no","yes","cellular",10,"jul",144,5,-1,0,"unknown"
29,"management","married","tertiary","no",620,"yes","no","unknown",18,"jun",72,3,-1,0,"unknown"
48,"blue-collar","single","secondary","no",-269,"no","no","cellular",2,"feb",167,1,263,3,"other"
37,"technician","married","secondary","no",5380,"no","no","cellular",25,"aug",123,6,-1,0,"unknown"
41,"technician","married","secondary","no",563,"yes","no","cellular",13,"aug",69,4,-1,0,"unknown"
55,"entrepreneur","divorced","secondary","no",1553,"no","no","cellular",30,"jul",85,3,-1,0,"unknown"
31,"management","married","tertiary","no",2,"yes","no","cellular",17,"jul",234,1,-1,0,"unknown"
34,"blue-collar","single","tertiary","no",1011,"yes","no","unknown",6,"may",136,1,-1,0,"unknown"
34,"management","married","tertiary","no",557,"yes","no","cellular",29,"jan",354,1,197,1,"failure"
41,"blue-collar","married","primary","no",168,"yes","no","cellular",18,"nov",187,3,-1,0,"unknown"
37,"management","divorced","tertiary","no",2519,"yes","no","cellular",19,"nov",58,1,-1,0,"unknown"
27,"self-employed","divorced","secondary","no",165,"yes","no","cellular",6,"feb",1160,2,192,4,"failure"
39,"services","divorced","secondary","no",-421,"yes","yes","cellular",18,"jul",374,17,-1,0,"unknown"
40,"blue-collar","married","secondary","no",1808,"yes","no","cellular",12,"may",560,1,-1,0,"unknown"
58,"retired","married","primary","no",1,"no","no","cellular",26,"aug",112,4,-1,0,"unknown"
30,"blue-collar","married","primary","no",597,"yes","no","unknown",23,"may",190,1,-1,0,"unknown"
58,"retired","married","secondary","no",624,"yes","no","cellular",12,"may",393,1,-1,0,"unknown"
32,"admin.","single","secondary","no",457,"no","no","cellular",26,"jul",109,3,455,2,"failure"
59,"admin.","married","secondary","no",1365,"no","no","unknown",19,"jun",327,1,-1,0,"unknown"
48,"services","married","unknown","no",1155,"yes","no","unknown",16,"may",557,4,-1,0,"unknown"
29,"management","single","tertiary","no",2907,"yes","no","cellular",26,"may",150,1,-1,0,"unknown"
43,"technician","married","secondary","no",1824,"yes","no","unknown",8,"may",296,1,-1,0,"unknown"
37,"admin.","married","secondary","no",960,"no","no","telephone",18,"nov",50,3,-1,0,"unknown"
52,"blue-collar","married","primary","no",1515,"no","no","cellular",7,"aug",20,4,-1,0,"unknown"
55,"unemployed","single","primary","no",5,"yes","no","unknown",30,"may",63,2,-1,0,"unknown"
32,"management","single","tertiary","no",23,"no","no","cellular",22,"may",137,2,-1,0,"unknown"
35,"admin.","married","secondary","no",2238,"yes","no","unknown",23,"may",42,3,-1,0,"unknown"
32,"self-employed","married","primary","no",-6,"no","no","unknown",23,"may",881,2,-1,0,"unknown"
37,"blue-collar","married","primary","no",61,"yes","no","cellular",16,"jul",156,3,-1,0,"unknown"
32,"blue-collar","married","secondary","no",363,"yes","no","unknown",13,"may",431,1,-1,0,"unknown"
34,"management","single","tertiary","no",1,"no","no","cellular",19,"nov",582,1,-1,0,"unknown"
55,"retired","married","secondary","no",971,"no","yes","cellular",8,"jul",154,1,-1,0,"unknown"
44,"technician","divorced","tertiary","no",245,"yes","no","cellular",2,"feb",347,2,-1,0,"unknown"
56,"management","divorced","tertiary","no",659,"no","yes","cellular",2,"jun",56,1,-1,0,"unknown"
43,"admin.","married","secondary","no",544,"yes","no","cellular",7,"may",187,1,-1,0,"unknown"
44,"services","divorced","secondary","no",51,"yes","yes","unknown",27,"may",3094,2,-1,0,"unknown"
56,"self-employed","married","secondary","no",1539,"no","no","cellular",28,"aug",149,14,-1,0,"unknown"
35,"blue-collar","married","primary","no",453,"yes","no","unknown",21,"may",312,2,-1,0,"unknown"
39,"blue-collar","married","secondary","no",360,"yes","no","cellular",29,"jan",325,2,260,2,"failure"
28,"self-employed","married","secondary","no",-228,"yes","yes","cellular",7,"jul",164,3,-1,0,"unknown"
45,"housemaid","married","primary","no",2239,"no","no","telephone",29,"jul",24,2,-1,0,"unknown"
34,"technician","married","secondary","no",1569,"no","no","cellular",11,"aug",149,2,-1,0,"unknown"
55,"management","married","tertiary","no",543,"no","no","cellular",7,"aug",61,2,-1,0,"unknown"
55,"admin.","married","secondary","no",51,"no","no","cellular",20,"aug",94,2,-1,0,"unknown"
37,"blue-collar","married","primary","no",106,"yes","no","cellular",25,"aug",511,1,392,13,"failure"
59,"retired","married","secondary","no",278,"no","no","cellular",12,"aug",141,3,-1,0,"unknown"
60,"retired","married","unknown","no",3875,"yes","no","cellular",29,"jan",55,1,-1,0,"unknown"
55,"technician","married","secondary","no",741,"yes","no","unknown",15,"may",973,2,-1,0,"unknown"
38,"admin.","married","secondary","no",0,"no","no","unknown",5,"may",151,1,-1,0,"unknown"
35,"admin.","married","secondary","no",220,"yes","no","cellular",2,"feb",153,4,244,13,"failure"
34,"management","single","tertiary","no",417,"yes","no","cellular",16,"sep",99,2,135,3,"failure"
58,"technician","married","unknown","no",1617,"yes","no","cellular",5,"feb",109,4,274,2,"failure"
48,"blue-collar","married","secondary","no",333,"yes","no","cellular",14,"may",24,6,-1,0,"unknown"
31,"blue-collar","married","primary","no",50,"yes","no","unknown",8,"may",300,2,-1,0,"unknown"
38,"blue-collar","married","secondary","no",566,"yes","yes","telephone",17,"apr",318,2,332,6,"other"
39,"management","divorced","tertiary","no",1315,"yes","no","cellular",19,"nov",1337,4,126,1,"failure"
58,"management","divorced","tertiary","no",26254,"yes","no","unknown",21,"oct",49,1,-1,0,"unknown"
33,"technician","married","unknown","no",1450,"no","no","cellular",27,"apr",81,1,-1,0,"unknown"
39,"technician","single","secondary","no",0,"no","no","cellular",25,"aug",194,9,-1,0,"unknown"
40,"technician","married","tertiary","no",103,"yes","no","unknown",8,"may",135,2,-1,0,"unknown"
37,"unemployed","single","secondary","no",0,"yes","no","cellular",11,"may",125,1,-1,0,"unknown"
42,"technician","married","secondary","no",3501,"no","no","cellular",28,"aug",23,22,-1,0,"unknown"
31,"management","married","secondary","no",55,"no","no","cellular",7,"aug",124,3,-1,0,"unknown"
30,"technician","single","secondary","no",518,"yes","no","unknown",2,"jun",21,1,-1,0,"unknown"
29,"technician","single","secondary","no",28,"no","no","cellular",9,"feb",96,2,-1,0,"unknown"
45,"blue-collar","married","unknown","no",0,"no","no","cellular",4,"aug",408,1,-1,0,"unknown"
38,"management","married","tertiary","no",14190,"yes","no","cellular",31,"jul",48,3,-1,0,"unknown"
36,"admin.","single","secondary","no",11174,"yes","no","cellular",15,"apr",953,1,-1,0,"unknown"
32,"unemployed","single","secondary","no",8304,"no","no","cellular",2,"aug",486,1,286,2,"failure"
34,"services","single","secondary","no",194,"yes","yes","cellular",15,"apr",149,1,268,2,"other"
21,"student","single","secondary","no",1746,"no","no","cellular",21,"aug",487,2,-1,0,"unknown"
29,"blue-collar","married","secondary","no",-478,"no","yes","cellular",8,"jul",528,2,-1,0,"unknown"
40,"technician","single","secondary","no",159,"yes","no","unknown",18,"nov",37,1,-1,0,"unknown"
34,"management","single","tertiary","no",1012,"yes","yes","cellular",15,"may",109,3,-1,0,"unknown"
32,"blue-collar","single","secondary","no",395,"yes","yes","cellular",20,"apr",339,1,-1,0,"unknown"
47,"admin.","divorced","secondary","no",-364,"yes","yes","unknown",9,"jun",240,2,-1,0,"unknown"
44,"blue-collar","married","secondary","no",3060,"yes","no","cellular",20,"nov",113,1,189,2,"failure"
41,"technician","single","secondary","no",879,"no","yes","cellular",7,"jul",60,4,-1,0,"unknown"
53,"services","divorced","secondary","yes",0,"no","yes","unknown",3,"jul",172,10,-1,0,"unknown"
44,"entrepreneur","married","primary","no",276,"yes","yes","unknown",15,"may",219,1,-1,0,"unknown"
63,"housemaid","married","tertiary","no",1528,"no","no","cellular",18,"jan",309,2,95,3,"success"
30,"management","single","tertiary","no",47,"no","yes","cellular",31,"jul",11,17,-1,0,"unknown"
27,"unemployed","single","secondary","no",3276,"no","no","cellular",5,"aug",106,1,110,2,"other"
33,"technician","married","secondary","no",557,"no","no","cellular",4,"may",367,1,-1,0,"unknown"
26,"blue-collar","single","secondary","no",786,"yes","yes","unknown",14,"may",103,5,-1,0,"unknown"
53,"technician","married","secondary","no",-3,"no","no","unknown",5,"may",1666,1,-1,0,"unknown"
49,"management","married","tertiary","no",271,"yes","no","cellular",5,"feb",18,6,-1,0,"unknown"
42,"blue-collar","divorced","primary","yes",78,"yes","no","cellular",7,"may",227,2,-1,0,"unknown"
54,"management","married","tertiary","no",37176,"no","no","cellular",21,"nov",206,1,-1,0,"unknown"
27,"entrepreneur","single","tertiary","no",0,"yes","no","unknown",4,"jun",103,2,-1,0,"unknown"
28,"technician","married","secondary","no",1944,"yes","no","telephone",18,"may",21,7,-1,0,"unknown"
55,"admin.","married","secondary","no",0,"no","no","cellular",23,"sep",180,2,238,3,"success"
34,"technician","married","tertiary","no",297,"yes","no","cellular",29,"jan",375,2,-1,0,"unknown"
22,"student","single","secondary","no",2488,"no","no","cellular",8,"nov",449,2,38,10,"other"
58,"technician","married","tertiary","no",1692,"yes","no","telephone",17,"jul",517,5,-1,0,"unknown"
34,"management","single","primary","no",212,"no","no","unknown",27,"may",88,1,-1,0,"unknown"
50,"management","married","secondary","no",125,"yes","yes","cellular",14,"may",8,5,-1,0,"unknown"
46,"technician","divorced","tertiary","no",477,"yes","no","unknown",6,"may",114,1,-1,0,"unknown"
48,"housemaid","married","primary","no",380,"yes","no","cellular",22,"jul",188,5,-1,0,"unknown"
51,"retired","divorced","primary","no",43,"no","no","cellular",24,"jul",212,2,-1,0,"unknown"
39,"management","divorced","secondary","no",-17,"no","no","cellular",16,"apr",316,1,146,4,"failure"
33,"management","married","tertiary","no",0,"yes","no","unknown",23,"may",57,5,-1,0,"unknown"
79,"retired","married","secondary","no",4738,"no","no","telephone",9,"jul",151,5,-1,0,"unknown"
33,"technician","single","secondary","no",9,"no","yes","cellular",25,"aug",145,8,-1,0,"unknown"
43,"management","married","tertiary","no",62,"yes","no","cellular",23,"jul",212,3,-1,0,"unknown"
32,"management","single","secondary","no",388,"no","no","telephone",4,"may",846,2,-1,0,"unknown"
53,"technician","married","secondary","no",944,"yes","no","cellular",23,"jul",799,4,-1,0,"unknown"
57,"retired","married","secondary","no",0,"no","yes","unknown",30,"jun",104,2,-1,0,"unknown"
24,"student","single","secondary","no",23878,"no","no","cellular",18,"feb",185,1,-1,0,"unknown"
48,"admin.","married","secondary","no",811,"no","yes","cellular",8,"aug",149,2,-1,0,"unknown"
55,"management","divorced","tertiary","no",25,"no","no","unknown",16,"jun",404,3,-1,0,"unknown"
44,"blue-collar","married","secondary","no",1786,"yes","no","unknown",15,"may",452,2,-1,0,"unknown"
58,"housemaid","married","primary","no",4605,"no","no","cellular",4,"aug",197,1,-1,0,"unknown"
63,"retired","divorced","primary","no",109,"no","no","cellular",10,"nov",406,2,-1,0,"unknown"
56,"management","married","secondary","no",238,"yes","no","cellular",19,"nov",808,1,-1,0,"unknown"
26,"services","single","secondary","no",531,"yes","yes","cellular",6,"feb",184,1,-1,0,"unknown"
32,"entrepreneur","married","tertiary","no",28,"no","no","cellular",5,"aug",287,1,-1,0,"unknown"
37,"management","single","tertiary","no",171,"yes","yes","cellular",7,"aug",250,3,-1,0,"unknown"
24,"blue-collar","single","secondary","no",171,"yes","no","unknown",21,"may",151,2,-1,0,"unknown"
60,"management","married","secondary","no",0,"no","no","cellular",20,"may",321,4,87,8,"failure"
31,"unemployed","single","secondary","no",3528,"no","no","cellular",5,"feb",132,1,-1,0,"unknown"
33,"management","single","tertiary","no",5437,"no","no","cellular",10,"aug",131,1,98,2,"success"
23,"unemployed","single","secondary","no",-503,"yes","no","cellular",5,"may",92,1,342,4,"other"
39,"management","married","secondary","no",18,"yes","no","cellular",21,"aug",102,1,91,1,"failure"
28,"services","married","secondary","no",1214,"no","no","unknown",28,"may",582,1,-1,0,"unknown"
50,"services","married","secondary","no",1134,"no","no","unknown",18,"jun",53,2,-1,0,"unknown"
36,"management","married","tertiary","no",255,"no","no","cellular",25,"aug",242,6,95,4,"success"
50,"entrepreneur","married","tertiary","no",-168,"yes","no","cellular",23,"jul",1327,2,-1,0,"unknown"
55,"management","married","primary","no",57,"no","yes","cellular",21,"jul",162,2,-1,0,"unknown"
59,"admin.","married","secondary","no",6264,"no","no","cellular",22,"aug",353,16,-1,0,"unknown"
52,"unknown","married","secondary","no",142,"no","no","cellular",25,"aug",112,6,-1,0,"unknown"
57,"technician","divorced","tertiary","no",0,"yes","no","cellular",31,"jul",24,16,-1,0,"unknown"
50,"admin.","married","secondary","no",663,"yes","no","cellular",20,"apr",630,3,-1,0,"unknown"
27,"blue-collar","single","secondary","no",-289,"yes","yes","cellular",5,"may",94,5,-1,0,"unknown"
42,"blue-collar","married","secondary","no",1958,"yes","no","cellular",18,"nov",129,1,172,3,"failure"
23,"management","single","tertiary","no",377,"no","no","unknown",28,"aug",7,1,-1,0,"unknown"
39,"services","married","secondary","no",9374,"yes","no","unknown",20,"may",273,1,-1,0,"unknown"
57,"blue-collar","married","secondary","no",25,"yes","no","cellular",13,"may",378,2,359,1,"failure"
