"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
56,"management","divorced","tertiary","no",321,"no","no","cellular",27,"aug",49,4,-1,0,"unknown","no"
43,"technician","married","tertiary","no",0,"no","no","cellular",3,"feb",132,1,-1,0,"unknown","no"
70,"retired","divorced","primary","no",275,"no","no","cellular",15,"apr",82,1,-1,0,"unknown","yes"
37,"blue-collar","married","secondary","no",685,"yes","no","unknown",6,"jun",968,1,-1,0,"unknown","no"
49,"technician","married","secondary","no",6312,"yes","no","unknown",2,"jun",93,2,-1,0,"unknown","no"
51,"entrepreneur","married","tertiary","no",6659,"yes","yes","unknown",15,"may",203,1,-1,0,"unknown","no"
25,"self-employed","married","tertiary","no",1182,"yes","no","unknown",26,"may",141,2,-1,0,"unknown","no"
34,"admin.","single","secondary","no",4447,"yes","no","cellular",2,"jun",159,1,84,2,"failure","no"
38,"management","single","tertiary","no",16957,"yes","no","unknown",27,"may",142,2,-1,0,"unknown","no"
30,"technician","single","secondary","no",516,"yes","no","cellular",6,"may",66,2,-1,0,"unknown","no"
53,"retired","married","secondary","no",1296,"yes","no","unknown",17,"jun",115,1,-1,0,"unknown","no"
34,"blue-collar","married","secondary","yes",-331,"yes","yes","unknown",9,"may",342,1,-1,0,"unknown","no"
36,"management","married","unknown","no",1597,"yes","no","cellular",21,"nov",137,1,-1,0,"unknown","no"
49,"management","married","tertiary","no",276,"no","no","cellular",27,"aug",62,5,-1,0,"unknown","no"
31,"management","single","tertiary","no",949,"yes","no","cellular",28,"jul",52,7,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",6767,"yes","no","cellular",11,"may",431,1,172,2,"failure","no"
59,"blue-collar","divorced","secondary","no",1774,"no","yes","cellular",5,"feb",14,9,-1,0,"unknown","no"
48,"admin.","single","secondary","no",0,"yes","yes","cellular",8,"jul",72,1,-1,0,"unknown","no"
33,"technician","married","secondary","no",3243,"no","no","cellular",12,"aug",439,4,-1,0,"unknown","yes"
31,"unemployed","single","secondary","no",209,"yes","no","cellular",6,"may",193,1,-1,0,"unknown","no"
45,"blue-collar","married","primary","no",446,"yes","no","unknown",28,"may",51,1,-1,0,"unknown","no"
24,"management","single","tertiary","no",66,"yes","no","unknown",26,"may",109,2,-1,0,"unknown","no"
27,"services","married","secondary","no",271,"yes","no","unknown",30,"may",130,2,-1,0,"unknown","no"
77,"retired","married","secondary","no",1208,"no","no","telephone",28,"apr",72,4,-1,0,"unknown","no"
37,"entrepreneur","married","tertiary","no",1110,"yes","no","unknown",21,"may",189,2,-1,0,"unknown","no"
44,"management","single","tertiary","no",1206,"no","no","cellular",9,"jul",160,2,-1,0,"unknown","no"
34,"admin.","divorced","secondary","no",151,"yes","no","cellular",12,"may",131,1,361,1,"other","no"
40,"management","married","tertiary","no",105,"yes","yes","cellular",27,"aug",166,9,-1,0,"unknown","no"
32,"admin.","single","tertiary","no",1531,"yes","no","cellular",15,"may",58,1,352,5,"failure","no"
25,"blue-collar","married","secondary","no",-288,"no","yes","cellular",30,"jul",311,4,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",489,"yes","no","unknown",23,"may",204,4,-1,0,"unknown","no"
43,"technician","married","secondary","no",481,"no","no","cellular",20,"aug",196,2,-1,0,"unknown","no"
34,"housemaid","married","tertiary","no",4958,"yes","no","cellular",19,"nov",175,1,183,1,"failure","no"
35,"blue-collar","married","primary","no",102,"yes","no","unknown",20,"may",1334,1,-1,0,"unknown","yes"
62,"retired","married","secondary","no",2801,"yes","yes","cellular",9,"sep",261,1,183,1,"success","yes"
49,"technician","married","secondary","yes",-74,"yes","no","cellular",19,"nov",114,1,-1,0,"unknown","no"
42,"management","divorced","secondary","yes",923,"yes","no","unknown",19,"jun",129,2,-1,0,"unknown","no"
29,"services","married","tertiary","no",0,"yes","no","unknown",4,"jun",113,2,-1,0,"unknown","no"
33,"services","married","secondary","no",386,"no","no","cellular",12,"may",317,1,181,5,"success","yes"
44,"blue-collar","married","secondary","no",1944,"yes","no","unknown",14,"may",222,5,-1,0,"unknown","no"
42,"management","married","tertiary","no",1275,"yes","yes","cellular",21,"nov",925,5,-1,0,"unknown","yes"
35,"management","single","tertiary","no",205,"yes","no","unknown",16,"may",512,1,-1,0,"unknown","no"
59,"retired","married","primary","no",1930,"no","no","unknown",11,"jun",453,1,-1,0,"unknown","no"
43,"management","married","tertiary","no",690,"yes","no","cellular",6,"aug",171,3,-1,0,"unknown","no"
34,"blue-collar","married","tertiary","no",551,"yes","no","cellular",17,"apr",115,2,315,11,"other","no"
53,"self-employed","married","secondary","no",1,"yes","yes","unknown",23,"may",178,1,-1,0,"unknown","no"
30,"technician","single","secondary","no",3286,"yes","no","cellular",9,"apr",743,1,-1,0,"unknown","yes"
31,"management","married","tertiary","no",-181,"yes","no","cellular",8,"may",127,1,170,2,"failure","no"
46,"management","married","tertiary","no",213,"no","no","telephone",27,"apr",151,3,-1,0,"unknown","no"
28,"technician","single","secondary","no",1417,"yes","no","unknown",28,"may",491,1,-1,0,"unknown","no"
54,"technician","married","secondary","no",472,"yes","yes","unknown",17,"nov",229,2,150,1,"failure","no"
54,"unemployed","single","tertiary","no",252,"yes","no","cellular",21,"jul",101,1,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",561,"yes","no","unknown",9,"jun",198,2,-1,0,"unknown","no"
38,"self-employed","divorced","tertiary","no",6447,"no","no","cellular",12,"jan",296,1,-1,0,"unknown","no"
57,"retired","married","secondary","no",274,"no","yes","unknown",20,"jun",41,3,-1,0,"unknown","no"
25,"blue-collar","single","secondary","no",612,"yes","no","cellular",21,"jul",172,4,-1,0,"unknown","no"
46,"entrepreneur","married","tertiary","no",9,"no","no","cellular",8,"apr",126,6,-1,0,"unknown","no"
55,"retired","married","primary","no",-90,"yes","yes","unknown",7,"may",634,2,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",351,"no","no","unknown",9,"jun",108,1,-1,0,"unknown","no"
39,"admin.","single","secondary","no",35,"no","no","unknown",11,"jun",242,1,-1,0,"unknown","no"
44,"blue-collar","married","secondary","no",-431,"yes","no","unknown",29,"may",52,8,-1,0,"unknown","no"
36,"management","married","tertiary","no",85,"no","no","cellular",19,"aug",249,3,-1,0,"unknown","no"
25,"technician","single","secondary","no",1847,"no","no","cellular",26,"may",137,2,-1,0,"unknown","no"
24,"services","single","secondary","no",281,"yes","no","cellular",8,"may",211,2,337,3,"other","no"
37,"technician","married","tertiary","no",0,"yes","no","cellular",25,"aug",484,4,-1,0,"unknown","no"
32,"technician","married","secondary","no",3275,"no","no","cellular",11,"aug",326,4,-1,0,"unknown","no"
54,"admin.","married","secondary","no",3136,"yes","no","telephone",14,"apr",104,1,146,1,"failure","no"
49,"housemaid","married","primary","no",249,"yes","no","cellular",21,"nov",450,1,-1,0,"unknown","no"
51,"blue-collar","married","primary","no",1080,"no","yes","cellular",25,"jul",110,1,-1,0,"unknown","no"
59,"management","married","tertiary","no",518,"no","no","cellular",11,"aug",230,2,-1,0,"unknown","no"
39,"blue-collar","single","secondary","no",4286,"yes","no","unknown",20,"may",1376,2,-1,0,"unknown","no"
46,"technician","married","secondary","no",198,"yes","no","cellular",30,"jan",153,1,2,6,"other","no"
27,"services","married","secondary","no",94,"yes","no","unknown",15,"may",352,2,-1,0,"unknown","no"
48,"admin.","divorced","secondary","no",4099,"no","no","cellular",2,"apr",397,2,-1,0,"unknown","yes"
37,"services","married","secondary","no",981,"no","no","cellular",7,"jul",682,2,386,1,"success","yes"
30,"technician","single","secondary","no",54,"no","no","cellular",11,"aug",194,2,-1,0,"unknown","no"
44,"management","married","tertiary","no",-199,"yes","no","telephone",22,"jul",261,12,-1,0,"unknown","no"
45,"technician","single","unknown","no",7108,"yes","yes","cellular",18,"nov",53,1,172,3,"failure","no"
37,"management","married","tertiary","no",5106,"no","no","cellular",30,"apr",244,1,-1,0,"unknown","yes"
48,"technician","married","secondary","no",545,"no","no","unknown",6,"jun",307,1,-1,0,"unknown","no"
46,"entrepreneur","married","secondary","no",4,"yes","yes","unknown",27,"jun",216,1,-1,0,"unknown","no"
41,"management","married","secondary","no",611,"yes","no","cellular",6,"feb",38,1,212,1,"other","no"
26,"management","single","tertiary","no",159,"no","no","cellular",3,"feb",589,1,-1,0,"unknown","no"
30,"technician","single","secondary","no",677,"yes","no","unknown",16,"may",241,1,-1,0,"unknown","no"
59,"retired","married","unknown","yes",-114,"no","yes","cellular",9,"jul",611,2,-1,0,"unknown","no"
52,"management","married","tertiary","no",1701,"yes","yes","cellular",17,"nov",381,1,117,2,"other","no"
48,"management","married","secondary","no",0,"yes","yes","cellular",3,"nov",1233,1,351,2,"failure","yes"
38,"admin.","married","secondary","no",338,"no","yes","cellular",8,"jul",191,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",296,"no","yes","cellular",8,"jul",509,4,-1,0,"unknown","yes"
32,"technician","married","secondary","no",186,"no","no","unknown",7,"may",418,2,-1,0,"unknown","no"
31,"entrepreneur","married","tertiary","no",79,"yes","no","unknown",18,"oct",558,1,-1,0,"unknown","no"
49,"blue-collar","married","secondary","no",0,"no","yes","cellular",9,"jul",625,1,-1,0,"unknown","yes"
41,"blue-collar","married","unknown","no",1057,"yes","no","unknown",14,"may",247,2,-1,0,"unknown","no"
46,"blue-collar","single","secondary","no",338,"yes","no","cellular",20,"apr",178,4,-1,0,"unknown","no"
32,"management","single","tertiary","no",2551,"yes","no","cellular",21,"jul",638,3,-1,0,"unknown","yes"
44,"technician","married","secondary","no",296,"yes","yes","unknown",5,"jun",169,1,-1,0,"unknown","no"
60,"admin.","married","unknown","no",1088,"yes","no","cellular",26,"may",149,1,-1,0,"unknown","no"
29,"blue-collar","married","primary","no",243,"no","yes","cellular",11,"jul",109,2,-1,0,"unknown","no"
42,"services","married","secondary","no",1048,"yes","no","unknown",15,"may",51,1,-1,0,"unknown","no"
57,"blue-collar","married","primary","no",8403,"no","no","unknown",20,"jun",11,11,-1,0,"unknown","no"
52,"unknown","married","tertiary","no",1618,"no","no","cellular",29,"jan",184,2,-1,0,"unknown","no"
34,"services","single","tertiary","no",49,"yes","no","cellular",4,"feb",250,1,-1,0,"unknown","no"
25,"technician","single","secondary","no",4718,"no","no","cellular",24,"jul",709,1,-1,0,"unknown","yes"
34,"blue-collar","married","secondary","no",-10,"yes","no","cellular",11,"may",216,1,370,1,"failure","no"
53,"management","married","tertiary","no",20772,"no","no","cellular",4,"feb",715,1,-1,0,"unknown","no"
26,"management","single","secondary","no",-38,"no","no","cellular",22,"jul",443,2,-1,0,"unknown","no"
43,"services","divorced","secondary","no",266,"yes","yes","cellular",20,"apr",79,1,152,1,"failure","no"
38,"admin.","divorced","secondary","no",661,"yes","no","unknown",30,"may",160,1,-1,0,"unknown","no"
27,"services","single","secondary","no",3791,"yes","no","unknown",28,"may",231,1,-1,0,"unknown","no"
40,"management","married","tertiary","no",351,"yes","no","cellular",29,"jan",338,1,254,3,"failure","no"
48,"management","married","tertiary","no",0,"yes","no","cellular",4,"may",85,1,61,5,"failure","no"
34,"blue-collar","single","primary","no",2146,"yes","no","unknown",13,"may",138,1,-1,0,"unknown","no"
33,"management","divorced","tertiary","no",5550,"yes","no","cellular",13,"may",124,2,278,4,"failure","no"
56,"management","married","primary","no",13,"no","no","cellular",17,"nov",240,1,-1,0,"unknown","no"
49,"admin.","married","primary","no",305,"yes","yes","unknown",26,"may",232,1,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",536,"yes","no","cellular",14,"may",22,6,-1,0,"unknown","no"
51,"management","married","tertiary","no",630,"yes","no","cellular",5,"may",138,1,-1,0,"unknown","no"
35,"entrepreneur","married","secondary","no",0,"yes","no","cellular",18,"nov",86,1,-1,0,"unknown","no"
47,"management","married","secondary","no",5012,"yes","no","cellular",16,"apr",262,2,-1,0,"unknown","no"
47,"technician","married","unknown","no",2106,"yes","no","unknown",6,"may",168,1,-1,0,"unknown","no"
32,"management","married","tertiary","no",3387,"yes","no","cellular",15,"may",1111,5,-1,0,"unknown","yes"
21,"blue-collar","single","secondary","no",292,"yes","yes","telephone",13,"may",148,4,-1,0,"unknown","no"
31,"management","single","tertiary","no",499,"yes","no","unknown",9,"jun",122,2,-1,0,"unknown","no"
42,"technician","married","secondary","no",473,"yes","no","cellular",7,"jul",216,5,-1,0,"unknown","no"
36,"blue-collar","single","tertiary","no",3649,"yes","no","cellular",20,"nov",399,2,156,2,"failure","no"
45,"admin.","married","unknown","no",1557,"no","no","unknown",20,"jun",158,5,-1,0,"unknown","no"
53,"blue-collar","married","unknown","no",960,"no","yes","unknown",24,"jun",180,1,687,2,"other","no"
30,"blue-collar","married","primary","no",453,"yes","no","unknown",21,"may",445,2,-1,0,"unknown","no"
29,"blue-collar","married","secondary","no",602,"yes","yes","cellular",17,"apr",440,2,-1,0,"unknown","no"
46,"services","married","secondary","no",4780,"yes","no","unknown",2,"jun",105,3,-1,0,"unknown","no"
20,"student","single","unknown","no",179,"no","no","cellular",25,"mar",196,3,182,3,"failure","no"
57,"services","divorced","primary","no",362,"no","no","unknown",11,"jun",187,1,-1,0,"unknown","no"
25,"blue-collar","single","secondary","no",377,"no","no","cellular",15,"jul",1412,4,-1,0,"unknown","no"
43,"technician","married","secondary","no",473,"yes","no","cellular",3,"feb",148,3,211,5,"failure","no"
29,"management","married","tertiary","no",482,"no","no","cellular",22,"apr",79,1,-1,0,"unknown","no"
28,"blue-collar","married","secondary","no",1021,"yes","no","cellular",20,"apr",774,2,326,1,"other","no"
57,"management","married","tertiary","no",24498,"no","no","cellular",21,"nov",161,5,-1,0,"unknown","no"
30,"services","married","secondary","no",48,"yes","no","cellular",31,"jul",662,13,-1,0,"unknown","yes"
31,"management","single","tertiary","no",23,"yes","no","cellular",7,"may",98,1,-1,0,"unknown","no"
48,"technician","single","secondary","no",540,"yes","no","cellular",17,"apr",106,1,-1,0,"unknown","no"
48,"management","single","tertiary","no",159,"no","no","telephone",7,"jul",229,1,251,6,"success","yes"
44,"blue-collar","married","primary","no",148,"yes","no","unknown",6,"may",211,1,-1,0,"unknown","no"
34,"services","single","secondary","no",-30,"no","no","cellular",21,"jul",1360,3,-1,0,"unknown","yes"
40,"blue-collar","married","secondary","no",95,"no","yes","unknown",20,"jun",61,4,-1,0,"unknown","no"
36,"management","single","tertiary","no",7606,"yes","no","unknown",30,"may",917,1,-1,0,"unknown","yes"
29,"blue-collar","married","primary","no",248,"yes","no","cellular",18,"may",113,1,-1,0,"unknown","no"
28,"blue-collar","married","secondary","no",217,"yes","no","unknown",3,"jun",860,1,-1,0,"unknown","no"
40,"housemaid","married","secondary","no",1050,"no","no","cellular",12,"aug",117,2,-1,0,"unknown","no"
36,"admin.","divorced","secondary","no",592,"no","no","cellular",14,"jan",96,7,93,7,"success","no"
30,"blue-collar","single","primary","no",-10,"no","yes","cellular",4,"feb",316,1,-1,0,"unknown","no"
25,"admin.","married","secondary","no",242,"yes","no","cellular",30,"jul",62,12,-1,0,"unknown","no"
58,"retired","divorced","secondary","no",63,"no","no","cellular",18,"nov",509,1,-1,0,"unknown","no"
43,"technician","married","tertiary","no",1201,"yes","yes","cellular",13,"aug",84,3,-1,0,"unknown","no"
55,"blue-collar","married","primary","no",1101,"no","no","unknown",18,"jun",744,3,-1,0,"unknown","no"
35,"services","married","tertiary","no",4564,"no","no","cellular",18,"aug",45,6,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",0,"yes","no","cellular",24,"jul",90,6,-1,0,"unknown","no"
48,"management","married","secondary","no",2294,"yes","no","unknown",26,"may",251,11,-1,0,"unknown","no"
51,"blue-collar","married","primary","no",5131,"yes","no","cellular",9,"apr",348,1,329,2,"failure","no"
43,"management","married","tertiary","no",445,"no","yes","unknown",20,"jun",196,4,-1,0,"unknown","no"
44,"technician","married","secondary","no",2575,"yes","yes","cellular",29,"jul",129,2,-1,0,"unknown","no"
33,"blue-collar","single","unknown","no",129,"yes","yes","cellular",20,"nov",192,1,-1,0,"unknown","no"
